Split,i,ID,Message,Truth,Maybe Better
6,41,7139,"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.",beneficiary_not_allowed,declined_card_payment
6,42,7116,The app won't let me transfer money to a beneficiary,beneficiary_not_allowed,failed_transfer
6,43,7106,My money didnt go through after I transferred.,beneficiary_not_allowed,cash_withdrawal_not_recognised
6,44,7104,I was trying to purchase some crypto and the app won't allow me to do it. What's the deal with this? I really wanted to complete the exchange.,beneficiary_not_allowed,pending_cash_withdrawal
6,45,7084,"I normally have no issues making transfers, so why am I suddenly being told it is not possible?",beneficiary_not_allowed,transfer_timing
6,46,7012,What is the reason for my beneficiary to be disallowed?,beneficiary_not_allowed,declined_card_payment
6,47,7005,is there something blocking me from making transfers,beneficiary_not_allowed,failed_transfer
6,48,6977,Tell me how to setup a new PIN.,change_pin,activate_my_card
6,49,6090,Why is the transfer still pending?  Can I do something?,pending_transfer,balance_not_updated_after_bank_transfer
6,50,6969,Can I change my PIN online?,change_pin,top_up_reverted
6,51,6933,Help me with a PIN change.,change_pin,transfer_not_received_by_recipient
6,52,6852,I am not able to make a purchase because there is an issue with my card,reverted_card_payment?,transfer_not_received_by_recipient
6,53,6838,My card payment was reverted,reverted_card_payment?,transfer_not_received_by_recipient
6,54,6821,has my card payment been reverted?,reverted_card_payment?,transfer_not_received_by_recipient
6,55,6819,Why is my card payment cancelled?,reverted_card_payment?,transfer_not_received_by_recipient
6,56,6790,"I need help to resolve mix up on my card payment. My account shows the money was taken out and then put back in the account. Then I received a message from the seller, It said that they did not get my payment.",reverted_card_payment?,transfer_not_received_by_recipient
6,57,6780,I used my card to make a payment and wondered why the payment was reverted?,reverted_card_payment?,transfer_not_received_by_recipient
6,58,6754,"I dont know what happened, but my payment was cancelled",reverted_card_payment?,transfer_not_received_by_recipient
6,59,6740,I made a payment but it was returned.,reverted_card_payment?,transfer_not_received_by_recipient
6,60,6723,"I tried to use my debit card, but the payment did not work.",reverted_card_payment?,transfer_not_received_by_recipient
6,61,6680,How long does it take transfers from Europe to complete?,transfer_timing,order_physical_card
6,62,6662,How long does it take for a transfer to be in my account?,transfer_timing,card_arrival
6,63,6653,How long until transfers from Europe go through?,transfer_timing,order_physical_card
6,64,6611,How long do transfers from Europe take?,transfer_timing,order_physical_card
6,65,6965,"
Do I need to go to a physical bank to change my PIN?",change_pin,pending_card_payment
6,66,7233,I was informed that transfers were free. I noticed I have a fee but why?,transfer_fee_charged,reverted_card_payment?
6,67,6078,Can you tell me when my money transfer will go through,pending_transfer,transfer_timing
6,68,6024,How long until transfers complete?,pending_transfer,country_support
6,69,5384,"I need a refund and cancel a transaction on an item I purchased and i need it as soon as possible, please!",request_refund,cancel_transfer
6,70,5362,What do I do if my smart phone was stolen?,lost_or_stolen_phone,why_verify_identity
6,71,5359,"My phone is lost I don't want someone to use my account, what can I do?",lost_or_stolen_phone,Refund_not_showing_up
6,72,5334,What do I do to lock my phone after losing it so my account isn't accessed,lost_or_stolen_phone,why_verify_identity
6,73,5307,What should I do if someone stole my phone?,lost_or_stolen_phone,why_verify_identity
6,74,5295,I lost my phone. What do I need to do?,lost_or_stolen_phone,direct_debit_payment_not_recognised
6,75,5290,I lost my phone. Can I disable to app?,lost_or_stolen_phone,Refund_not_showing_up
6,76,5269,What do I do if my phone was stolen?,lost_or_stolen_phone,direct_debit_payment_not_recognised
6,77,5258,"My bag was stolen from me yesterday, so I can't use any apps or anything. I need some help.",lost_or_stolen_phone,direct_debit_payment_not_recognised
6,78,5231,Is there a reason my payment is still pending?,pending_card_payment,transaction_charged_twice
6,79,5227,My payment is in the app but hasn't gone through yet,pending_card_payment,top_up_by_cash_or_cheque
6,80,5190,How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since.,pending_card_payment,exchange_via_app
6,81,5174,"My card payment is just showing up as pending since forever, what's going on with that, when should it be going through?",pending_card_payment,exchange_via_app
6,82,5165,I have a card payment that has been pending for some time and would like to know when it is going to go through.,pending_card_payment,top_up_by_cash_or_cheque
6,83,5164,I have a pending payment on my card.  Why?,pending_card_payment,transaction_charged_twice
6,84,5163,A transaction on my card shows as pending.,pending_card_payment,country_support
6,85,5113,How long will it take for my payment to go through?,pending_card_payment,country_support
6,86,5077,I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this?,declined_cash_withdrawal,transfer_not_received_by_recipient
6,87,5068,"Why does the ATM continually decline my card? I've tried multiple times on different machines with the same results. I thought I had enough funds for this, so please help me understand why this is happening.",declined_cash_withdrawal,transfer_not_received_by_recipient
6,88,5036,What was the cause for my card to be declined?,declined_cash_withdrawal,balance_not_updated_after_bank_transfer
6,89,5019,Why can I not take out cash?,declined_cash_withdrawal,transfer_not_received_by_recipient
6,90,5011,Why am I not able to get cash from the ATM?,declined_cash_withdrawal,transfer_not_received_by_recipient
6,91,4959,I was declined when trying to withdrawal cash!,declined_cash_withdrawal,balance_not_updated_after_bank_transfer
6,92,4955,I went to the Notting Hill ATM to use my card the first time for a cash withdrawal but it didn't work. Does this mean that my card isn't working yet?,declined_cash_withdrawal,transfer_not_received_by_recipient
6,93,4951,Can you tell me why I was declined from getting cash?,declined_cash_withdrawal,balance_not_updated_after_bank_transfer
6,94,4940,My card won't let me withdraw money.,declined_cash_withdrawal,transfer_not_received_by_recipient
6,95,4931,How come I can't get money at the ATM,declined_cash_withdrawal,transfer_not_received_by_recipient
6,96,4915,How can i reset my passcode ?,passcode_forgotten,transfer_not_received_by_recipient
6,97,4848,My passcode is not being accepted,passcode_forgotten,transfer_not_received_by_recipient
6,98,5408,I want to cancel a purchase,request_refund,cancel_transfer
6,99,5422,Please help! I need a refund on a transaction on something I bought and I need the refund right away!,request_refund,card_payment_wrong_exchange_rate
6,100,5438,"I need your help to get a refund for an item I just bought, can you cancel the payment since what I bought hasn't arrived yet.",request_refund,cancel_transfer
6,101,5503,What is the refund process?,request_refund,apple_pay_or_google_pay
6,102,6021,How long is the wait for a money transfer to show up?,pending_transfer,wrong_exchange_rate_for_cash_withdrawal
6,103,6020,I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?,pending_transfer,wrong_exchange_rate_for_cash_withdrawal
6,104,6009,Why is my transfer still pending?,pending_transfer,failed_transfer
6,105,5996,Why is a transfer I have still pending?,pending_transfer,failed_transfer
6,106,5966,My card payment has failed.,declined_card_payment,transfer_not_received_by_recipient
6,107,5965,My card payment won't work.,declined_card_payment,transfer_not_received_by_recipient
6,108,5964,"I received my new card and tried using it today, just to have it show declined over and over again.  Why is this happening?",declined_card_payment,transfer_not_received_by_recipient
6,109,5963,The card payment I made didn't work.,declined_card_payment,transfer_not_received_by_recipient
6,110,5932,"My card payment has been declined, why?",declined_card_payment,transfer_not_received_by_recipient
6,111,5922,Why do you keep declining my payment? I tried several times already with this card and it is just not working.,declined_card_payment,transfer_not_received_by_recipient
6,112,5904,My card payment is being declined and I've tried several times.,declined_card_payment,transfer_not_received_by_recipient
6,113,5900,"my card payment has been declined, do you know why?",declined_card_payment,transfer_not_received_by_recipient
6,114,5841,If my card payment isn't working what do I do?,declined_card_payment,transfer_not_received_by_recipient
6,115,5839,Why isn't my card working? I was pumped to use my new card but it keeps getting declined. Help please.,declined_card_payment,transfer_not_received_by_recipient
6,116,6066,When will my transfer move from pending to confirmed?,pending_transfer,country_support
6,117,5829,Im not sure if a seller is giving me my money back! I asked them to refund my money for the item but It's been a week now and still nothing has been given back to me. Can you resolve this for me?,Refund_not_showing_up,card_payment_not_recognised
6,118,5820,"I am waiting on this refund, hurry up.",Refund_not_showing_up,apple_pay_or_google_pay
6,119,5811,I was told I would be getting a refund but I have yet to see it,Refund_not_showing_up,apple_pay_or_google_pay
6,120,5795,Why isn't my refund on my statement?,Refund_not_showing_up,get_physical_card
6,121,5792,I keep checking my statements but no progress.I requested a refund but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,Refund_not_showing_up,balance_not_updated_after_bank_transfer
6,122,5756,"Hi! A seller that I requested a refund from a long time ago has yet to send the money into my account, even though I keep checking it. Can the seller be contacted by you guys to see what's going on?",Refund_not_showing_up,balance_not_updated_after_bank_transfer
6,123,5714,Transaction refund missing from my statement.,Refund_not_showing_up,card_payment_not_recognised
6,124,5705,The refund isn't appearing in my account,Refund_not_showing_up,get_physical_card
6,125,5672,I have a problem with my account. I tried to transfer some funds and the message came back declined. Can you help me?,declined_transfer,balance_not_updated_after_bank_transfer
6,126,5631,I received a decline message on a transfer,declined_transfer,balance_not_updated_after_bank_transfer
6,127,5630,"Unable to complete transfer, states 'declined'",declined_transfer,balance_not_updated_after_bank_transfer
6,128,5594,"I can't make any transfers, they won't go through, the details are correct as I checked them.  Can you look in to this please?",declined_transfer,failed_transfer
6,129,5581,"Hello, my transfers are getting failed continuously, in spite of the fact that all the recipient details are correct. Please advise.",declined_transfer,failed_transfer
6,130,5542,Why was my transfer request decline?,declined_transfer,failed_transfer
6,131,5525,i haven't received my order and want a refund,request_refund,card_payment_wrong_exchange_rate
6,132,5824,Where is the refund on my statement?,Refund_not_showing_up,get_physical_card
6,133,9984,I live in the UK. Can I get a card?,country_support,transfer_not_received_by_recipient
6,134,7260,I thought that transfers are free. Why was I charged an extra fee?,transfer_fee_charged,reverted_card_payment?
6,135,7358,how do i find out about transfers,receiving_money,Refund_not_showing_up
6,136,9425,"I received a fee for obtaining cash, is this correct?",cash_withdrawal_charge,visa_or_mastercard
6,137,9414,Why was I charged a fee when I withdrew money?,cash_withdrawal_charge,atm_support
6,138,9401,Tell me why there is a charge on my cash withdrawl.,cash_withdrawal_charge,atm_support
6,139,9388,"Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before",cash_withdrawal_charge,topping_up_by_card
6,140,9353,I don't understand why I was charged extra for withdrawing money?,cash_withdrawal_charge,atm_support
6,141,9340,I made a cash withdrawl and there is a charge.  What is this?,cash_withdrawal_charge,transaction_charged_twice
6,142,9339,Why have I been charged a fee for cash withdrawal?,cash_withdrawal_charge,atm_support
6,143,9320,"The activation process did not work, please help?",activate_my_card,transfer_not_received_by_recipient
6,144,9297,I can't activate my card?,activate_my_card,transfer_not_received_by_recipient
6,145,9296,I need assistance to activate the card on my account.,activate_my_card,transfer_not_received_by_recipient
6,146,9284,How can i make my card active?,activate_my_card,pending_top_up
6,147,9265,I would like to have assistance with activating my card.,activate_my_card,transfer_not_received_by_recipient
6,148,9235,When are you going to activate my card?,activate_my_card,card_arrival
6,149,9157,I am worried about fees for top up cards?,top_up_by_card_charge,pending_top_up
6,150,9152,What do I need to know about topping up?,top_up_by_card_charge,pending_top_up
6,151,9098,Do you charge extra for topping up with a debit or credit card?,top_up_by_card_charge,pending_top_up
6,152,9013,Do you offer a discount for those who perform frequent currency exchanges?,exchange_charge,pending_card_payment
6,153,8998,"I've been to several different countries, can I exchange the cash with a discount for a large transaction?",exchange_charge,order_physical_card
6,154,8971,Is there a pay structure for currency exchanges?,exchange_charge,transfer_not_received_by_recipient
6,155,8895,"Someone is using my card to purchase flights to New York it's not me because I'm not going to New York, please can you cancel the card and refund the money?",cash_withdrawal_not_recognised,transfer_not_received_by_recipient
6,156,8887,Help!  The app says I took out cash but I didn't!,cash_withdrawal_not_recognised,card_payment_not_recognised
6,157,8878,"There was just a withdrawal but it wasn't me, I've never even visited the town where the withdrawal happened.",cash_withdrawal_not_recognised,Refund_not_showing_up
6,158,8818,I believe my card has been compromised as there are funds showing that I did not receive.,cash_withdrawal_not_recognised,transfer_not_received_by_recipient
6,159,8808,I lost my wallet and I think someone is withdrawing cash with my card. Please help. It is urgent.,cash_withdrawal_not_recognised,transfer_not_received_by_recipient
6,160,8801,The app is showing a cash withdrawal that I didn't make.,cash_withdrawal_not_recognised,card_payment_not_recognised
6,161,8799,"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",cash_withdrawal_not_recognised,transfer_not_received_by_recipient
6,162,8783,What is the amount of time transfers usually take from the UK? I had just completed a transfer and nothing seems to be showing up so I need to be sure things are alright.,balance_not_updated_after_bank_transfer,wrong_exchange_rate_for_cash_withdrawal
6,163,8749,I recently transferred money to my account when will it show up?,balance_not_updated_after_bank_transfer,reverted_card_payment?
6,164,8748,I want to be sure that everything is okay here. I just made a transfer from a UK account and it is still not showing up. How long does this typically take?,balance_not_updated_after_bank_transfer,cash_withdrawal_not_recognised
6,165,9438,"Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank!",cash_withdrawal_charge,direct_debit_payment_not_recognised
6,166,9451,"While getting cash, I was charged a fee.",cash_withdrawal_charge,balance_not_updated_after_bank_transfer
6,167,9471,Why did I get charged for withdrawing cash?,cash_withdrawal_charge,atm_support
6,168,9507,Why was I charged a fee for withdrawing money off my card?,cash_withdrawal_charge,transaction_charged_twice
6,169,9977,What countries can I use the card in?,country_support,exchange_via_app
6,170,9969,i want to get a card but i live in the US,country_support,transfer_not_received_by_recipient
6,171,9949,Where can I get a card in the EU?,country_support,card_about_to_expire
6,172,9933,Will my new card work outside of the EU?,country_support,exchange_via_app
6,173,9931,What are the countries you have offices in?,country_support,card_about_to_expire
6,174,9913,Are your cards supported in the EU?,country_support,card_about_to_expire
6,175,9904,Which countries are supported,country_support,card_about_to_expire
6,176,9895,How do I get a card in the EU?,country_support,card_about_to_expire
6,177,9884,Can I get a card even though I live in the US,country_support,exchange_via_app
6,178,9868,What do I use to verify my identity?,verify_my_identity,Refund_not_showing_up
6,179,9847,What can I use to verify my identity?,verify_my_identity,Refund_not_showing_up
6,180,9830,can i verify my identity i the app,verify_my_identity,Refund_not_showing_up
6,181,9822,Where do I go to verify my identity?,verify_my_identity,Refund_not_showing_up
6,182,9820,Let me know what the steps for the identity checks are,verify_my_identity,Refund_not_showing_up
6,183,8745,I transferred some money but the balance stayed the same.,balance_not_updated_after_bank_transfer,top_up_reverted
6,184,9757,Google Pay isn't working. What is wrong?,apple_pay_or_google_pay,pending_top_up
6,185,9746,My Google pay top up isn't working. Help.,apple_pay_or_google_pay,pending_top_up
6,186,9741,is it possible to top-up with google pay.,apple_pay_or_google_pay,pending_top_up
6,187,9735,Can an apple watch be used to tup-up?,apple_pay_or_google_pay,pending_top_up
6,188,9728,What are the steps needed to top up with Apple Pay?,apple_pay_or_google_pay,pending_top_up
6,189,9723,Is there a way to top up using my Apple Watch?,apple_pay_or_google_pay,pending_top_up
6,190,9721,Can I top up my account with Google Pay?,apple_pay_or_google_pay,pending_top_up
6,191,9711,Is it possible for me to top up with Google Pay?,apple_pay_or_google_pay,pending_top_up
6,192,9658,Is top-up possible with Apple Pay?,apple_pay_or_google_pay,pending_top_up
6,193,9614,My card is due to expire soon.,card_about_to_expire,top_up_failed
6,194,9612,"Soon my card will expire, how do I get a new one?",card_about_to_expire,transfer_not_received_by_recipient
6,195,9584,My card's expiration date is close.,card_about_to_expire,top_up_failed
6,196,9579,My card is about to expired what will happen?,card_about_to_expire,transfer_not_received_by_recipient
6,197,9520,"Need a new card, mine is expiring.",card_about_to_expire,transfer_not_received_by_recipient
6,198,9511,I noticed a different charge while I was taking my money out.,cash_withdrawal_charge,extra_charge_on_statement
6,199,9752,Can top ups be done from an apple watch.,apple_pay_or_google_pay,pending_top_up
6,200,7357,I need my payment in another currency,receiving_money,exchange_via_app
6,201,8744,When will the money from my bank transfer be available?,balance_not_updated_after_bank_transfer,cash_withdrawal_not_recognised
6,202,8716,Why is  my balance not updated?,balance_not_updated_after_bank_transfer,reverted_card_payment?
6,203,7998,How do I use a check to top up?,top_up_by_cash_or_cheque,pending_top_up
6,204,7978,Will I be able to top up by cheque?,top_up_by_cash_or_cheque,pending_top_up
6,205,7963,Who do I make a check out to if I want to top off my account?,top_up_by_cash_or_cheque,transfer_into_account
6,206,7958,How can I add physical money to my card?,top_up_by_cash_or_cheque,pending_top_up
6,207,7940,Can I deposit a check?,top_up_by_cash_or_cheque,Refund_not_showing_up
6,208,7935,Is there somewhere I can send a check to add to my account?,top_up_by_cash_or_cheque,Refund_not_showing_up
6,209,7906,Is there a fee for sending out more cards?,getting_spare_card,transfer_not_received_by_recipient
6,210,7886,Would it be possible for me to get a second card?,getting_spare_card,transfer_not_received_by_recipient
6,211,7874,Does it cost extra to send out more than one card?,getting_spare_card,transfer_not_received_by_recipient
6,212,7859,How do I obtain a second card?,getting_spare_card,transfer_not_received_by_recipient
6,213,7808,Am I gonna be charged for sending out more cards?,getting_spare_card,card_not_working
6,214,7799,I need help finding the verification code on the top up card.,verify_top_up,apple_pay_or_google_pay
6,215,7777,Where do I find the verification code for the card I'm topping up?,verify_top_up,apple_pay_or_google_pay
6,216,7761,Can you tell me where to find my top-up verification code?,verify_top_up,unable_to_verify_identity
6,217,7748,Where can I find the verification code for the top up card?,verify_top_up,apple_pay_or_google_pay
6,218,7714,How do I find the code needed in order to verify my top-up card?,verify_top_up,unable_to_verify_identity
6,219,7670,How do I transfer money from one bank account to another?,transfer_into_account,failed_transfer
6,220,7650,My money is all gone. What ways are okay to add money to my account?,transfer_into_account,supported_cards_and_currencies
6,221,7620,How can I transfer some money into a foreign account?,transfer_into_account,failed_transfer
6,222,7612,I need to transfer money to my account from another bank,transfer_into_account,failed_transfer
6,223,7568,I have an account that is empty of funds. Can I transfer some from another bank?,transfer_into_account,supported_cards_and_currencies
6,224,7544,What are the reasons that my mortgage payment won't go through? I'm getting an error and don't know how to correct to get this transfer to go through.,failed_transfer,beneficiary_not_allowed
6,225,7523,I think my transfer failed. What do I do now?,failed_transfer,top_up_failed
6,226,7509,"I tried to make a transfer, but it didn't work.",failed_transfer,top_up_failed
6,227,7453,"The transfer keeps failing - I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, I have no idea why",failed_transfer,transfer_fee_charged
6,228,7437,Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere.,failed_transfer,transfer_fee_charged
6,229,7428,What is happening?  I have tried to transfer money 5x already.  Is the system down?  This shouldnt be happening as this is a basic transfer.,failed_transfer,transfer_fee_charged
6,230,7426,Do you support direct deposits from my employer?,receiving_money,Refund_not_showing_up
6,231,7389,May I get my salary paid out in a different currency?,receiving_money,exchange_via_app
6,232,8033,can i use check to top up,top_up_by_cash_or_cheque,transfer_into_account
6,233,8040,What is your check-cashing policy?,top_up_by_cash_or_cheque,Refund_not_showing_up
6,234,8102,I would like a card please.,order_physical_card,transfer_not_received_by_recipient
6,235,8105,Can I get a card in person?,order_physical_card,transfer_not_received_by_recipient
6,236,8699,When will my transfer come through?,balance_not_updated_after_bank_transfer,card_arrival
6,237,8668,What is the normal time to make an international transfer? I made one a few days ago that still hasn't arrived.,balance_not_updated_after_bank_transfer,card_arrival
6,238,8636,How soon will my balance be updated to reflect my transfer?,balance_not_updated_after_bank_transfer,reverted_card_payment?
6,239,8631,I am wondering about a transfer from a different country that doesn't show up yet?,balance_not_updated_after_bank_transfer,card_arrival
6,240,8629,I made a transfer from France two days ago now but there hasn't made it there yet. Do international transfers take longer?,balance_not_updated_after_bank_transfer,wrong_exchange_rate_for_cash_withdrawal
6,241,8623,Can you please check my UK Account to make sure everything went alright?  I made the transfer a couple of hours ago.,balance_not_updated_after_bank_transfer,cash_withdrawal_not_recognised
6,242,8580,"I could not get a top-up to work, why?",top_up_failed,pending_top_up
6,243,8579,The top-up did not go through.,top_up_failed,declined_card_payment
6,244,8562,I'm not sure if my pop-up went through.,top_up_failed,top_up_reverted
6,245,8559,I tried to top up with my card but it's not working. I had just done this a couple days previously and it worked. Can you tell me what's going on here please?,top_up_failed,exchange_via_app
6,246,8548,My top up doesn't work,top_up_failed,pending_top_up
6,247,8546,My top-up was rejected,top_up_failed,pending_top_up
6,248,8530,My top-up was declined,top_up_failed,top_up_reverted
6,249,8509,How can correct Top up with the app to work correctly?,top_up_failed,top_up_reverted
6,250,8737,I made a transfer a couple hours ago but my balance has not been updated. Why is this? Shouldnt this be instant?,balance_not_updated_after_bank_transfer,top_up_reverted
6,251,8484,I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative,top_up_failed,exchange_via_app
6,252,8461,How to a go about ordering a disposable virtual card?,get_disposable_virtual_card,disposable_card_limits
6,253,8440,Can you tell me what the disposable cards are used for?,get_disposable_virtual_card,disposable_card_limits
6,254,8406,"I would like a disposable virtual card, could I get one?",get_disposable_virtual_card,direct_debit_payment_not_recognised
6,255,8375,I need a disposable virtual card. Please tell me how to order one.,get_disposable_virtual_card,disposable_card_limits
6,256,8351,"I draw out money from your ATM during holidays, and was charged insanely. I wouldn't have done it, if i had a little sense about the shocking charges.",wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge
6,257,8327,While on vacation I used an ATM to get cash and was overcharged. These charges are ridiculous and had I known about them I would have never used it.,wrong_exchange_rate_for_cash_withdrawal,balance_not_updated_after_bank_transfer
6,258,8319,I am reluctant to use ATMs international because I don't get an accurate exchange rate,wrong_exchange_rate_for_cash_withdrawal,exchange_via_app
6,259,8306,what is the exchange rate for foreign ATMs,wrong_exchange_rate_for_cash_withdrawal,exchange_via_app
6,260,8296,Can I make a withdraw in my home currency at an ATM? I'm on vacation and am a bit worried because I don't have cash with me. Is it possible to withdraw here without any additional costs or fees?,wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge
6,261,8280,I got cash abroad and the exchange rate applied is wrong,wrong_exchange_rate_for_cash_withdrawal,balance_not_updated_after_bank_transfer
6,262,8214,"Over the holiday I withdrew cash from the ATM and it seems that I was severely overcharged. Had I known that I would be charged those fees, I would not have used the ATM!",wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge
6,263,8164,What fees are charged for a physical card?,order_physical_card,exchange_charge
6,264,8123,What is the price for a physical card?,order_physical_card,exchange_charge
6,265,8121,How do I order a card?,order_physical_card,transfer_not_received_by_recipient
6,266,8476,I topped up but the app denied it,top_up_failed,declined_card_payment
6,267,4839,How do I reset my passcode?,passcode_forgotten,transfer_not_received_by_recipient
6,268,4840,Not sure what my password is.,passcode_forgotten,transfer_not_received_by_recipient
6,269,4825,I can't remember my passcode.,passcode_forgotten,failed_transfer
6,270,1945,I topped up but it isn't in my account,pending_top_up,get_physical_card
6,271,1901,Are there topping up fees if I have to transfer?,top_up_by_bank_transfer_charge,failed_transfer
6,272,1875,Will there be a fee if I receive a SEPA transfer,top_up_by_bank_transfer_charge,transfer_timing
6,273,1869,"If I were to do a transfer, what is the rate for that?",top_up_by_bank_transfer_charge,failed_transfer
6,274,1840,Do you offer SWIFT transfers?,top_up_by_bank_transfer_charge,transfer_timing
6,275,1737,What should I do if I have used all of my PIN tries?,pin_blocked,transfer_not_received_by_recipient
6,276,1702,What do I do if I forgot my PIN?,pin_blocked,why_verify_identity
6,277,1672,My PIN tries have run out. Now what?,pin_blocked,transfer_not_received_by_recipient
6,278,1668,I mistook my pin and now I am locked.  Can you unlock me?,pin_blocked,transfer_not_received_by_recipient
6,279,1577,Do you have any age limit?,age_limit,supported_cards_and_currencies
6,280,1563,Is there any age limit?,age_limit,supported_cards_and_currencies
6,281,1546,I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,lost_or_stolen_card,transfer_not_received_by_recipient
6,282,1539,What should I do if my card is stolen?,lost_or_stolen_card,transfer_not_received_by_recipient
6,283,1524,I can't find my card!  What should I do?,lost_or_stolen_card,transfer_not_received_by_recipient
6,284,1500,"Help!  I fear that my card was stolen,",lost_or_stolen_card,transfer_not_received_by_recipient
6,285,1499,I think my card is stolen!,lost_or_stolen_card,transfer_not_received_by_recipient
6,286,1492,"I can't find my card, it is lost.",lost_or_stolen_card,transfer_not_received_by_recipient
6,287,1484,Help! I lost my card!,lost_or_stolen_card,transfer_not_received_by_recipient
6,288,1398,Where can I get my currencies exchanged?,exchange_via_app,card_payment_wrong_exchange_rate
6,289,1396,How do I change to a different currency?,exchange_via_app,card_payment_wrong_exchange_rate
6,290,1371,What do I do to exchange currency?,exchange_via_app,card_payment_wrong_exchange_rate
6,291,1370,I would like to exchange currencies on the app. How do I do this?,exchange_via_app,card_payment_wrong_exchange_rate
6,292,1349,My card don't work.,card_not_working,transfer_not_received_by_recipient
6,293,1334,I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account?,card_not_working,transfer_not_received_by_recipient
6,294,1328,When I was in a restaurant today my card was declined and payment wouldn't go through and I need help. Can you fix this?,card_not_working,transfer_not_received_by_recipient
6,295,1324,Need help to get my card to work.,card_not_working,transfer_not_received_by_recipient
6,296,1319,"Can you help me with my card, I think it's broke.",card_not_working,transfer_not_received_by_recipient
6,297,1312,How do I get my card to work?,card_not_working,transfer_not_received_by_recipient
6,298,1310,Currently I can't get my card to work.,card_not_working,transfer_not_received_by_recipient
6,299,1961,When will my top up be approved?,pending_top_up,balance_not_updated_after_bank_transfer
6,300,1962,My top-up didn't go through; it still says pending. What's up with that?,pending_top_up,top_up_reverted
6,301,1974,"Needed gas, been delayed for half an hour.Please fix it!",pending_top_up,transfer_not_received_by_recipient
6,302,2012,I do not think the pop up went through yet.,pending_top_up,transfer_fee_charged
6,303,2555,How did the extra charge on my card come in effect?,card_payment_fee_charged,reverted_card_payment?
6,304,2549,Why is this fee being charged to me after using my card?,card_payment_fee_charged,reverted_card_payment?
6,305,2536,What is the extra fee that showed up on my card?,card_payment_fee_charged,extra_charge_on_statement
6,306,2480,ATM only gave me $20 instead of $100,wrong_amount_of_cash_received,transfer_not_received_by_recipient
6,307,2466,How can I fix this? The ATM gave me more cash than I'd asked for.,wrong_amount_of_cash_received,transfer_not_received_by_recipient
6,308,2464,"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",wrong_amount_of_cash_received,declined_cash_withdrawal
6,309,2423,Yikes!  I didn't get the amount of money that I requested.  What do I do now?,wrong_amount_of_cash_received,direct_debit_payment_not_recognised
6,310,2397,"I think something went wrong, I didn't get the right amount.",wrong_amount_of_cash_received,pending_top_up
6,311,2373,"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",wrong_amount_of_cash_received,top_up_reverted
6,312,2369,I only got $20 of the $100 that I attempted to withdraw.,wrong_amount_of_cash_received,transfer_not_received_by_recipient
6,313,2362,I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?,wrong_amount_of_cash_received,declined_cash_withdrawal
6,314,2358,I received less cash than the amount I specified in the ATM.,wrong_amount_of_cash_received,cash_withdrawal_not_recognised
6,315,2352,I requested a higher amount for my cash withdrawal,wrong_amount_of_cash_received,balance_not_updated_after_bank_transfer
6,316,2349,I got less money than I asked for.,wrong_amount_of_cash_received,transfer_not_received_by_recipient
6,317,1308,I wasn't able to use my card today when I went out for lunch. Wondering why that is?,card_not_working,transfer_not_received_by_recipient
6,318,2347,Asked for $100 but only got $20. Why would this happen?,wrong_amount_of_cash_received,transfer_not_received_by_recipient
6,319,2294,Can I top up?,top_up_limits,pending_top_up
6,320,2290,Tell me about the limit for top ups.,top_up_limits,pending_top_up
6,321,2286,Are there limits with top-up?,top_up_limits,verify_top_up
6,322,2283,It seems I need to get information on limits for top-ups.,top_up_limits,verify_top_up
6,323,2255,what is the limit for top-ups?,top_up_limits,verify_top_up
6,324,2236,Can I increase my top-up maximum?,top_up_limits,pending_top_up
6,325,2178,Is it possible for a transaction to be cancelled?,cancel_transfer,balance_not_updated_after_bank_transfer
6,326,2174,"I made a mistake when making my last transfer, please cancel before it goes thru.",cancel_transfer,reverted_card_payment?
6,327,2104,Is it possible to cancel a transaction?,cancel_transfer,balance_not_updated_after_bank_transfer
