id,text,category
1989,How long does it take for my top up to clear?,pending_top_up
1990,how long should i expect to wait when i add money,pending_top_up
1991,I'm still waiting for the top-up!,pending_top_up
1993,How long will my top-up be pending?,pending_top_up
1994,I believe my top up is still pending,pending_top_up
1996,Why is  my  top  up for  my  new account  not  instant,pending_top_up
1998,I'm still waiting for my top-up to go through,pending_top_up
1999,How long after a failed topup will funds refurn to account,pending_top_up
2000,My top is still pending.,pending_top_up
2001,My top-up hasn't happened yet.,pending_top_up
2003,How long does it take for a top-up?,pending_top_up
2004,I used my card to top up but it's saying it is still pending. What does this mean?,pending_top_up
2005,When will my top-up go through?,pending_top_up
2006,How long does it take for a top up to go through,pending_top_up
2007,i have a pending top-up,pending_top_up
2008,Why is the top-up I made still pending.,pending_top_up
2010,My top up is still pending,pending_top_up
2011,My top-up is taking a very long time to complete.,pending_top_up
2013,how long are my top ups pending,pending_top_up
2016,Should my top up still be pending?,pending_top_up
2017,top up is still pending,pending_top_up
2018,I have been waiting for my top-up to complete and it still hasn't gone through.,pending_top_up
2019,Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough?,pending_top_up
2023,I'm pretty sure my top up is still pending.,pending_top_up
2024,When will my top-up be completed?,pending_top_up
2025,"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?",pending_top_up
2026,"I think something is wrong with your top up.  I've been waiting a little over an hour for this to go through, can you send it through for me?",pending_top_up
2027,How long do top-ups take to go through,pending_top_up
2029,"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?",pending_top_up
2030,There is a top up that has been pending for an hour and I don't know why.  I was expecting it immediately and need it now!,pending_top_up
2031,Can you tell me what is wrong ? I top-up with you all the time but this time it just shows my top-up as pending. What is happening?,pending_top_up
2032,My top-up appears to be pending.,pending_top_up
2033,Is there a reason that my top-up is still pending?,pending_top_up
2034,why is top up pending,pending_top_up
2035,"I topped-up my account, but I don't think it went through.",pending_top_up
2037,"Is there something wrong with my top up I did an hour ago? it's still pending. I need that money, i cant afford to wait or have it come back to me.",pending_top_up
2038,Why is my top-up pending?,pending_top_up
2040,It's been some time since refilled the top-up.,pending_top_up
2041,I added money to the card but the transaction didn't go through,pending_top_up
2042,How long do I need to wait til my top up isn't pending?,pending_top_up
2043,top up not completed,pending_top_up
2045,"Even though I added money ey to the card, I couldn't use it",pending_top_up
2046,How long does it take for a top up to be approved?,pending_top_up
2047,How do I make my top up complete?,pending_top_up
2048,What is taking so long with my top up?,pending_top_up
2049,When will my top up be applied?,pending_top_up
2050,Can you look into why my most recent top-up is showing as pending? I thought it was supposed to be instantaneous.,pending_top_up
2051,I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?,pending_top_up
2052,How long does my top up pending last?,pending_top_up
2053,"I topped up last night but don't have any funds, why not?",pending_top_up
2054,How long should it take for my top-up to finish? I've been waiting a while.,pending_top_up
2058,Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour.,pending_top_up
2059,Can you tell me why my pop-up is still pending?,pending_top_up
2060,"new customer and filling gas for the first time today, not working,",pending_top_up
2061,What's taking my top-up so long?,pending_top_up
2063,When will my top up process?,pending_top_up
2065,How long will it take for my top up to work? It's still pending,pending_top_up
2066,Isn't my top-up supposed to mean its complete?,pending_top_up
2067,What is the reason that my top-up is still pending?,pending_top_up
2068,When will my top up go through?,pending_top_up
2069,Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money.,pending_top_up
2070,My top-up has not posted.,pending_top_up
2071,I made a top up yesterday but it's still pending.,pending_top_up
2075,I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money.,pending_top_up
2076,Where to check top ups pending?,pending_top_up
2077,Cancel a transaction,cancel_transfer
2078,Am I able to cancel a transfer I just made,cancel_transfer
2079,"I needed to make a payment on my account, but I typed in the incorrect number.  The app won't allow me to cancel this transaction.  I need it cancelled ASAP!!",cancel_transfer
2080,I made a mistake this morning when I did a transfer. How do I reverse it?,cancel_transfer
2081,Can I cancel a transaction?,cancel_transfer
2082,"Hi, I sent a payment to the wrong account number - can you cancel it as soon as possible?",cancel_transfer
2084,I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please.,cancel_transfer
2085,How do i cancel a charge?,cancel_transfer
2086,"I didn't want to make a transaction, I want to revert it",cancel_transfer
2087,Is there a way to undo a transaction?,cancel_transfer
2088,"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",cancel_transfer
2089,I would like help to revert a transaction I did this morning,cancel_transfer
2090,Please help revert my transaction from this morning.,cancel_transfer
2091,Is there any way to cancel my transfer,cancel_transfer
2092,I messed up a transfer and need to reverse it.,cancel_transfer
2093,"Please cancel my most recent transfer, it was a mistake. This is an emergency. It needs to be canceled before it goes through.",cancel_transfer
2094,I made a mistake and performed a transaction on the wrong account!,cancel_transfer
2095,I want to revert a transaction I did this morning,cancel_transfer
2098,I need to cancel a transaction please!,cancel_transfer
2099,I want to revert a transaction I did,cancel_transfer
2100,"Could I please cancel my transfer, I paid it into the wrong account. I need to pay it into the right account by tomorrow.",cancel_transfer
2101,I need a transfer cancelled.,cancel_transfer
2103,A transfer has to be cancelled.,cancel_transfer
2105,I messed up and made a transaction using the wrong account.,cancel_transfer
2106,One of my transactions needs to be canceled.,cancel_transfer
2107,I need to stop a transaction that I made.,cancel_transfer
2108,I need to cancel a transfer I made.,cancel_transfer
2109,"My transfer was wrong, are you able to stop it before it goes through please?",cancel_transfer
2110,I used the wrong account.,cancel_transfer
2111,I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.,cancel_transfer
2112,What are the steps I need to take to cancel a transaction?,cancel_transfer
2113,I would like to cancel a transfer...is this possible?,cancel_transfer
2114,I want to cancel the transaction I made earlier,cancel_transfer
2115,I submitted a transaction but it was for the incorrect account.,cancel_transfer
2116,"I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account?",cancel_transfer
2117,Can you help me to quickly cancel a transaction I accidentally did to the wrong account?,cancel_transfer
2118,"I don't think the transaction has gone through, so can I cancel a transfer?",cancel_transfer
2119,I wanna revert a transaction i did this morning.,cancel_transfer
2120,I did a transaction to a wrong account!,cancel_transfer
2121,Please help me cancel a transaction.,cancel_transfer
2122,I entered a typo when I was transferring money and now I've sent it to an incorrect account.  This is so bad!  I need it cancelled now.,cancel_transfer
2123,How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.,cancel_transfer
2124,Please cancel my last transaction.,cancel_transfer
2125,How to cancel a transaction,cancel_transfer
2126,I need to cancel a transfer,cancel_transfer
2127,Help me cancel a transfer.,cancel_transfer
2128,"who do I talk to, to cancel a transfer?",cancel_transfer
2129,Help! I need to cancel a transaction.,cancel_transfer
2130,I made a mistake and need to cancel a transfer.,cancel_transfer
2131,If I make a mistake can I cancel the transaction?,cancel_transfer
2133,I don't need to transfer anymore and I want to cancel it.,cancel_transfer
2134,How do I cancel a transfer?,cancel_transfer
2135,"I made a mistake on the last transfer I made, who must I speak with to cancel?",cancel_transfer
2136,Who do I call to cancel a transfer?,cancel_transfer
2137,It is extremely important that I cancel the transfer I made yesterday and put the money into a different account.  Is this possible?,cancel_transfer
2138,I made a transaction to the wrong account!,cancel_transfer
2139,Is there any way to cancel a recent transfer?  I did not mean to make it and need to make sure it does not go through.,cancel_transfer
2140,Is there a way to revert a transaction?,cancel_transfer
2141,I have a transaction and would like to know if I it's cancelable?,cancel_transfer
2142,I accidentally made a payment to a wrong account. What should I do?,cancel_transfer
2143,How can I cancel my transfer?,cancel_transfer
2144,I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,cancel_transfer
2145,Am I able to stop a transfer?,cancel_transfer
2146,"I made a transaction, but I made it to an account I didn't mean to make it to.",cancel_transfer
2147,stop the transaction,cancel_transfer
2149,I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow,cancel_transfer
2150,"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know.  Please can you help?",cancel_transfer
2151,Please help!  The app won't let me cancel a money transfer.  I accidently sent money to an account that wasn't mine.  I need this cancelled immediately.,cancel_transfer
2152,Help me cancel a transaction.,cancel_transfer
2153,"I already made a transfer and want to cancel it, how do I do that?",cancel_transfer
2154,"Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.",cancel_transfer
2155,I sent a payment to the wrong account number - can that transaction be reversed? I am worried about accidentally giving my money away.,cancel_transfer
2156,I want to reverse a transaction I did this morning,cancel_transfer
2157,"I need you to stop the transfer I just started as soon as possible, I just realized it's not correct!",cancel_transfer
2158,I would like to cancel my previous transaction,cancel_transfer
2159,I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer now. There isn't an option from the app.,cancel_transfer
2160,"I made a mistake and did a transaction to a wrong account, can I cancel?",cancel_transfer
2161,"Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account.",cancel_transfer
2162,I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer immediately. I cannot do anything from the app.,cancel_transfer
2164,"I made a rent payment from the wrong account yesterday. It absolutely has to go through tomorrow, so can you please reroute the payment to the right account?",cancel_transfer
2165,"I no longer want to transfer funds, can we cancel that transaction?",cancel_transfer
2166,"I made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",cancel_transfer
2167,I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,cancel_transfer
2168,I am trying to revert a transcation I did this morning,cancel_transfer
2169,A payment I made is for a wrong amount can you help me correct the mistake.,cancel_transfer
2170,I inadvertently completed a transaction on a wrong account.,cancel_transfer
2171,I used the wrong account number!,cancel_transfer
2172,How can I cancel a transfer I made,cancel_transfer
2173,"I made a mistake of transferring, can I cancel my previous transfer?",cancel_transfer
2175,Can I stop a transaction?,cancel_transfer
2176,I wish to cancel a transfer,cancel_transfer
2177,I want to take back my transaction,cancel_transfer
2179,"Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app",cancel_transfer
2180,is it possible to cancel transactions?,cancel_transfer
2181,Help! I made a transfer in error and need to cancel it before it's complete!,cancel_transfer
2182,I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?,cancel_transfer
2183,Is it possible to cancel my transfer?,cancel_transfer
2184,How do I fix a transaction to the wrong account?,cancel_transfer
2185,I goofed up and used the wrong account.  Please help.,cancel_transfer
2186,I want to cancel a transfer I just made.,cancel_transfer
2187,Cancel Transaction,cancel_transfer
2188,"Could you refund my transaction, I paid it into the wrong account. I need to be able to pay it into the right account by tomorrow.",cancel_transfer
2189,My transaction is on the wrong account.,cancel_transfer
2190,"I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",cancel_transfer
2192,"I have arranged a transfer, but no longer need to send it. How do I stop the transfer?",cancel_transfer
2193,I would like to cancel a transfer,cancel_transfer
2194,"Please help me, there is a transaction in the incorrect account.",cancel_transfer
2195,How can I revert a transaction from this morning?,cancel_transfer
2196,How do I cancel a recent transfer?,cancel_transfer
2197,Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place.,cancel_transfer
2198,I made a transaction this morning but I need to revert it now.,cancel_transfer
2199,I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?,cancel_transfer
2200,I recently made a transfer but I need to cancel it as soon as possible.  Please let me know when this happens.,cancel_transfer
2201,I made a transfer into my account and now I need to cancel it,cancel_transfer
2202,"Cancel my transfer, please.",cancel_transfer
2203,I need to cancel a transaction immediately.,cancel_transfer
2204,Please help me!  A payment I made had an error on the account number and I can't cancel on my side.  Can you cancel it?,cancel_transfer
2205,I need to cancel my recent transfer quickly since I made a mistake. Please help before it goes through.,cancel_transfer
2206,Can I cancel a transfer I made,cancel_transfer
2207,Where do I go to cancel a transaction?,cancel_transfer
2208,How can I cancel a transaction to a wrong account?,cancel_transfer
2209,There's been a transaction to the wrong account.,cancel_transfer
2210,Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,cancel_transfer
2211,I want to revert this mornings transaction.,cancel_transfer
2212,"I didn't mean to do the transfer, is there any way to cancel it?",cancel_transfer
2213,I need immediate assistance in canceling a transfer which was a mistake. Please help me quickly so this does not go through.,cancel_transfer
2214,Cancelling a transaction,cancel_transfer
2215,The wrong account was used during a transaction.,cancel_transfer
2216,I just initiated a transfer but I'd like to cancel it.,cancel_transfer
2217,My morning transaction needs to be canceled.,cancel_transfer
2218,My transaction from earlier needs to be reversed.,cancel_transfer
2219,I recently made a transfer that I would like to cancel,cancel_transfer
2220,"Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow.",cancel_transfer
2221,What do I need to do to cancel a transaction?,cancel_transfer
2222,How can I cancel this transaction?,cancel_transfer
2223,Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account?,cancel_transfer
2224,I need help right now. I realize I sent my payment to the wrong account number after making a typo. Please cancel the transfer now since I can't do it from the app.,cancel_transfer
2225,I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?,cancel_transfer
2226,I want to cancel a transaction from this morning.,cancel_transfer
2227,A transfer has been made in my account that I need to cancel.  This was a mistake on my part and I hope we can get this resolved quickly.,cancel_transfer
2228,I need to cancel my recent transfer. I made a mistake. Please help quickly before the transfer goes through.,cancel_transfer
2229,I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!,cancel_transfer
2230,There was a transaction this morning that I'd like to reverse.,cancel_transfer
2231,What do I have to do to cancel a transfer?,cancel_transfer
2232,"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",cancel_transfer
2233,please cancel the transaction,cancel_transfer
2234,What is the max amount of top-ups?,top_up_limits
2235,Are top-ups unlimited?,top_up_limits
2237,Can I top-up any amount?,top_up_limits
2238,What's the limit to how much I can top up?,top_up_limits
2239,Would I be able to top up as much as I can?,top_up_limits
2240,Do I have a limit to the number of top-ups per day?,top_up_limits
2241,need to know if there is a maximum i can top up,top_up_limits
2242,How many top-ups am I allowed to do?,top_up_limits
2243,How much is ok for me to top up with?,top_up_limits
2244,What is the maximum I can top up?,top_up_limits
2245,what is the most money i can top up?,top_up_limits
2246,Are there any top-up limits?,top_up_limits
2247,Is there a limit to the top-ups someone can do?,top_up_limits
2248,What is the greatest number of times that I can top-up?,top_up_limits
2249,Tell me if there is a limit to top-up.,top_up_limits
2250,Is there a top-up limit that I have to stay under during a given period of time?,top_up_limits
2251,How much am I allowed to top-up?,top_up_limits
2252,Is there a limit on how much I can top up?,top_up_limits
2253,Is there a limit to how much I can top-up?,top_up_limits
2254,Is there a limit for the amount I can top up?,top_up_limits
2256,How much can I top up in a day?,top_up_limits
2257,Do top-ups have limits?,top_up_limits
2258,Is there a limit to how much I can top up?,top_up_limits
2259,Please tell me the limit to topping-up.,top_up_limits
2260,Do top-up limits exist?,top_up_limits
2261,I would like to know how much I can top-up.,top_up_limits
2262,Whats the limit on my top up,top_up_limits
2263,Are there any top-up limits that I must follow?,top_up_limits
2264,Can I top-up any amount I wish on any given day?,top_up_limits
2265,Is topping up unlimited?,top_up_limits
2266,What is the highest amount of top ups I'm allowed?,top_up_limits
2267,is there a limit for top up?,top_up_limits
2268,Can I set my own top-up limit?,top_up_limits
2269,What are the rules for a top-up?,top_up_limits
2270,How often can I top up?,top_up_limits
2271,What is the highest amount I can top-up?,top_up_limits
2272,What is the most that I can top-up to a card?,top_up_limits
2273,What limits are the to top-ups?,top_up_limits
2274,How many times can I make a top-up?,top_up_limits
2275,Whats the max I can top up,top_up_limits
2276,What is the maximum top up?,top_up_limits
2277,What is the top-up limit for my card?,top_up_limits
2278,Tell me if there is a top-up limit.,top_up_limits
2279,What number of times can I top-up?,top_up_limits
2280,is there a limit to top up,top_up_limits
2281,What's the maximum amount I can top up my card with please?,top_up_limits
2282,How can I information on my limit for top-ups?,top_up_limits
2284,Are there any top-up limits involved?,top_up_limits
2285,What is my top-up limit?,top_up_limits
2287,What is the max top-up?,top_up_limits
2288,What is your maximum top up limit per day?,top_up_limits
2291,Is there a limit to my top-up?,top_up_limits
2292,Is there a topping up limit?,top_up_limits
2293,Can I create my own top-up limit?,top_up_limits
2295,How much could I top up?,top_up_limits
2296,How many top-ups can be approved?,top_up_limits
2298,Do you limit my top-offs?,top_up_limits
2299,Is the top-up amount unlimited?,top_up_limits
2300,How many top-ups can I use?,top_up_limits
2301,Is there a maximum for top-ups?,top_up_limits
2302,Will you set a limit to my top-up?,top_up_limits
2303,Is there a top-up limit?,top_up_limits
2304,How often am I able to top-up?,top_up_limits
2305,Can someone please tell me how much I can top-up?,top_up_limits
2306,What is the maximum for top-ups?,top_up_limits
2307,Do you have any top-up limits?,top_up_limits
2308,Do top-ups have a limit?,top_up_limits
2309,Can I top up any amount?,top_up_limits
2310,Can I use as many top-ups as I want?,top_up_limits
2311,Do I need to use a limit on top-ups?,top_up_limits
2312,What amount can I top-up?,top_up_limits
2313,Can you tell me the limit for top ups?,top_up_limits
2314,I need someone to assist me with explaining how much I can top-up.,top_up_limits
2315,What is the most I can top-up?,top_up_limits
2316,Is there a limit for top ups?,top_up_limits
2317,What is the max I can top up?,top_up_limits
2318,How often can I top up my account?,top_up_limits
2319,What's the amount that I can top-up?,top_up_limits
2320,Do you limit my top-ups?,top_up_limits
2321,is there a limit on top ups,top_up_limits
2322,What is the top-up limit on my cards?,top_up_limits
2323,What's my limit for topping up?,top_up_limits
2324,what are limits to top up,top_up_limits
2325,Is there any amount in which I would get cut off from topping up?,top_up_limits
2326,How much is the limit for top-ups?,top_up_limits
2327,How much can I top up on my card?,top_up_limits
2328,limits on top ups,top_up_limits
2329,What is the daily limit on my card?,top_up_limits
2330,What's the top-up limit?,top_up_limits
2331,Why did I only receive a partial amount of what I tried to withdraw?,wrong_amount_of_cash_received
2332,my atm transaction was wrong,wrong_amount_of_cash_received
2333,why did i only get 20.00,wrong_amount_of_cash_received
2334,Why is my cash request and the amount I received different?,wrong_amount_of_cash_received
2335,"I tried to withdraw $100, all it gave me was $20.",wrong_amount_of_cash_received
2337,When I went to withdraw cash today the ATM gave me the wrong amount of cash. The app is showing a larger amount.,wrong_amount_of_cash_received
2339,I received $20 but I entered $100,wrong_amount_of_cash_received
2340,"Hi, I used an ATM today to take money out of my account, but the amount it gave me is not the amount I requested. What should I do?",wrong_amount_of_cash_received
2341,Did a WD earlier at an ATM.  The amount showing in the App is more than I got though.,wrong_amount_of_cash_received
2342,I didn't get the correct amount of money from the ATM machine,wrong_amount_of_cash_received
2343,Some cash was missing at ATM.,wrong_amount_of_cash_received
2344,I didn't get all the cash I asked for,wrong_amount_of_cash_received
2345,I tried to withdraw $100 but only got $20. What happened?,wrong_amount_of_cash_received
2346,how come when i asked for 100 it only gave me 20.00 in the app,wrong_amount_of_cash_received
2348,I wanted to withdraw $100 from the ATM but I only got $20,wrong_amount_of_cash_received
2350,"Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.",wrong_amount_of_cash_received
2351,The cash I wanted wasn't there.,wrong_amount_of_cash_received
2353,The amount of cash I received did not match the amount I requested,wrong_amount_of_cash_received
2354,The ATM didn't give me the full requested amount,wrong_amount_of_cash_received
2355,The amount of cash I received was not the full amount,wrong_amount_of_cash_received
2356,How can I request cash back? The ATM just gave me the wrong amount that I've been charged though...,wrong_amount_of_cash_received
2357,I was only given $20 after trying to withdraw $100,wrong_amount_of_cash_received
2359,I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem?,wrong_amount_of_cash_received
2360,I got less cash than what I specified at the ATM.,wrong_amount_of_cash_received
2361,Why did I not get the amount of money I requested?,wrong_amount_of_cash_received
2363,I got $20 when I should've gotten $100,wrong_amount_of_cash_received
2364,How can I request cash back? The ATM gave me the wrong amount that I've been charged though...,wrong_amount_of_cash_received
2365,I didn't receive the amount of cash I requested for the ATM.,wrong_amount_of_cash_received
2366,my cash balance less than what I thought,wrong_amount_of_cash_received
2367,It didn't give me my cash,wrong_amount_of_cash_received
2368,It kept my cash,wrong_amount_of_cash_received
2370,"Hi, I draw out some money from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw.",wrong_amount_of_cash_received
2371,I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,wrong_amount_of_cash_received
2372,"HELP! I tried to get cash and it gave me some, but not the right amount!",wrong_amount_of_cash_received
2374,Why didn't I receive the right amount of cash?,wrong_amount_of_cash_received
2376,I received the wrong amount of cash back,wrong_amount_of_cash_received
2377,Why did I only get $20 now the full amount I wanted?,wrong_amount_of_cash_received
2379,What do I need to do to get cash back? The ATM gave me the wrong amount that I requested but the app is showing the amount to be correct.,wrong_amount_of_cash_received
2380,What do I need to do to request cash back? The ATM actually just gave me the wrong amount. The app I actually chose the right amount.,wrong_amount_of_cash_received
2381,I was just giving the wrong amount by the ATM. How do I request cash back at this point? The app is showing the amount that I actually requested even though that's not what I got.,wrong_amount_of_cash_received
2382,"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?",wrong_amount_of_cash_received
2383,I received incorrect amount of cash from an ATM today. It was more than I wanted. What do I do now?,wrong_amount_of_cash_received
2384,ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now!,wrong_amount_of_cash_received
2386,I did not get the right amount of cash from the ATM.,wrong_amount_of_cash_received
2387,Why did I get less from the ATM?,wrong_amount_of_cash_received
2388,The ATM only gave me 10 pounds when I withdrew 30. What do I do?,wrong_amount_of_cash_received
2389,Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!,wrong_amount_of_cash_received
2390,I could only take the amount of money that was available to me which was less then I expected.,wrong_amount_of_cash_received
2391,I was given less cash then I wanted.,wrong_amount_of_cash_received
2392,"Hello, I didn't receive the right amount on my ATM transaction,  the app shows the correct amount how can we fix this",wrong_amount_of_cash_received
2393,I did not receive my full withdrawal amount,wrong_amount_of_cash_received
2394,I received a different amount of cash than what I entered.,wrong_amount_of_cash_received
2395,"I only received $20, but I requested $100.",wrong_amount_of_cash_received
2396,"Help, your app is showing a larger WD than I actually did earlier at an ATM.",wrong_amount_of_cash_received
2398,What do I do if I got the wrong amount at the ATM?,wrong_amount_of_cash_received
2399,I did not receive the right amount of cash I requested,wrong_amount_of_cash_received
2400,I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,wrong_amount_of_cash_received
2401,What happens if the ATM doesn't give the right amount of money?,wrong_amount_of_cash_received
2402,I asked for more cash than what was received,wrong_amount_of_cash_received
2403,Why can't I take $100 out,wrong_amount_of_cash_received
2404,I requested $100 but only got $20,wrong_amount_of_cash_received
2405,"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",wrong_amount_of_cash_received
2406,I tried withdrawing but my cash is not showing up?,wrong_amount_of_cash_received
2407,I was not able to receive the correct amount of cash.,wrong_amount_of_cash_received
2408,I didn't receive the correct amount of cash,wrong_amount_of_cash_received
2409,I did not get enough cash,wrong_amount_of_cash_received
2410,"I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?",wrong_amount_of_cash_received
2411,The ATM is showing it gave me the money I requested but I didn't get that amount.,wrong_amount_of_cash_received
2412,The correct amount of cash was not received.,wrong_amount_of_cash_received
2413,I am so angry right now!  I went to the ATM and did not get the correct amount of money I chose to withdraw.  How could this happen?  I need my money and want to know how I can get it ASAP!,wrong_amount_of_cash_received
2414,I was given the wrong amount of cash,wrong_amount_of_cash_received
2416,"Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??",wrong_amount_of_cash_received
2417,I did not ask for the amount of cash that I received.,wrong_amount_of_cash_received
2418,Got only $20 when I tried to withdraw $100.,wrong_amount_of_cash_received
2419,The app is showing that I received alot more money than I actually received from the ATM. This occurred earlier today.,wrong_amount_of_cash_received
2421,Why didn't I receive all the cash I requested?,wrong_amount_of_cash_received
2422,I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?,wrong_amount_of_cash_received
2424,How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,wrong_amount_of_cash_received
2425,I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?,wrong_amount_of_cash_received
2426,My cash received does not match what has been requested,wrong_amount_of_cash_received
2427,I was not given the amount of cash I withdrew,wrong_amount_of_cash_received
2428,I was not distributed all of cash that I requested,wrong_amount_of_cash_received
2429,The machine gave me the wrong amount of cash.,wrong_amount_of_cash_received
2430,"I asked for a certain amount of money from the ATM, but it gave me a different amount. Less than what I asked for.",wrong_amount_of_cash_received
2431,"I asked for $40 and I only received $20, what happened?",wrong_amount_of_cash_received
2432,Why didn't I get the amount I requested at the ATM?,wrong_amount_of_cash_received
2433,The ATM didn't give me enough money! I asked for more than it gave. What do I do?,wrong_amount_of_cash_received
2434,I received the wrong amount of cash.,wrong_amount_of_cash_received
2436,I did not get all the cash at ATM.,wrong_amount_of_cash_received
2437,"If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?",wrong_amount_of_cash_received
2438,Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,wrong_amount_of_cash_received
2439,Why did I get less cash than what I asked in the ATM?,wrong_amount_of_cash_received
2440,My cash withdrawal was short.,wrong_amount_of_cash_received
2441,I was not distributed the correct amount of cash that I asked for,wrong_amount_of_cash_received
2442,The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash.,wrong_amount_of_cash_received
2443,"When I went to $100, all the machine would give me was $20.",wrong_amount_of_cash_received
2444,What happens if the ATM gives me the wrong amount of money?,wrong_amount_of_cash_received
2445,i did not get any money but still was charged,wrong_amount_of_cash_received
2446,You shorted me money when I tried to make a withdrawal.,wrong_amount_of_cash_received
2447,i asked for 100 only got 80,wrong_amount_of_cash_received
2448,"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",wrong_amount_of_cash_received
2449,Cash withdrawal was incorrect at ATM.,wrong_amount_of_cash_received
2450,"I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?",wrong_amount_of_cash_received
2451,Why did the ATM give me less money than what I requested?,wrong_amount_of_cash_received
2452,I did not receive the right amount of cash.,wrong_amount_of_cash_received
2453,How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,wrong_amount_of_cash_received
2454,Why did I not get the amount I specified at the ATM?,wrong_amount_of_cash_received
2455,The ATM didn't give me what I asked for but my balance says it did,wrong_amount_of_cash_received
2456,I got less cash than what I specified for through the ATM.,wrong_amount_of_cash_received
2457,What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.,wrong_amount_of_cash_received
